0.484746,0.448221,0.423048,0.419327,0.412536,0.627300
0.466491,0.459940,0.455199,0.433488,0.437382,2.089070
0.356426,0.297132,0.272243,0.257942,0.249025,0.205610
0.411841,0.332655,0.297590,0.280743,0.271632,0.451880
0.329620,0.284962,0.262055,0.250340,0.242080,0.260930
0.201107,0.170808,0.154416,0.143564,0.136122,0.071360
0.369675,0.294736,0.261956,0.247785,0.239549,0.341750
0.536032,0.497047,0.470145,0.455384,0.441644,0.644283
0.449229,0.377907,0.330535,0.304972,0.295130,0.547090
0.449988,0.385924,0.352848,0.331518,0.317338,0.449160
0.350874,0.296596,0.275348,0.264050,0.256155,0.287640
0.562205,0.549439,0.543078,0.527141,0.504757,1.458400
0.485664,0.439547,0.387749,0.354448,0.339715,0.957200
0.293110,0.239558,0.216568,0.200558,0.192465,0.166700
0.380577,0.302823,0.261176,0.238709,0.228266,0.385850
0.396722,0.395328,0.378889,0.376101,0.374904,1.714920
0.444530,0.367819,0.322996,0.303216,0.293621,0.528960
0.373220,0.297116,0.262819,0.246682,0.238292,0.321630
0.467163,0.459352,0.436005,0.432574,0.411236,0.945291
0.276647,0.242066,0.211485,0.195551,0.194031,0.068420
0.479055,0.390411,0.323565,0.303089,0.289392,0.657060
0.434970,0.353463,0.298721,0.275195,0.268561,0.572350
0.493583,0.461705,0.415147,0.374631,0.363504,1.035640
0.383664,0.375690,0.368843,0.360710,0.349916,2.392560
0.204672,0.160229,0.135424,0.119356,0.107834,0.051520
0.282424,0.261481,0.244284,0.233235,0.224529,0.086900
0.460258,0.376774,0.325966,0.305160,0.296681,0.533170
0.356545,0.353384,0.344432,0.344921,0.346328,1.597720
0.404952,0.347745,0.294386,0.285647,0.266629,0.631500
0.452422,0.425715,0.425058,0.425307,0.429202,3.213000
0.430965,0.389215,0.365479,0.355911,0.348505,0.567800
0.398974,0.345821,0.341434,0.330512,0.332327,3.866730
0.327671,0.254049,0.224238,0.208296,0.195636,0.284680
0.296969,0.248099,0.224516,0.200277,0.190601,0.035200
0.458314,0.377137,0.324586,0.301592,0.290282,0.634570
0.527368,0.497063,0.477973,0.469089,0.474296,0.679260
0.348243,0.329636,0.323808,0.322763,0.321729,1.540921
0.259442,0.216125,0.193882,0.183470,0.173888,0.080600
0.304905,0.270924,0.252327,0.238756,0.233152,0.103120
0.238802,0.198069,0.171847,0.159186,0.148306,0.096840
0.362388,0.306432,0.279778,0.265949,0.255442,0.282410
0.479191,0.465218,0.454300,0.451859,0.446979,0.067750
0.258161,0.238842,0.223837,0.218979,0.211660,0.077610
0.474157,0.396680,0.343448,0.319282,0.310076,0.582280
0.425427,0.345937,0.306061,0.286817,0.275691,0.457890
0.359332,0.333239,0.312412,0.280618,0.289660,0.166730
0.402084,0.324342,0.294995,0.267113,0.259143,0.549620
0.427928,0.373318,0.301758,0.284915,0.269554,0.627720
0.461650,0.453409,0.448792,0.409233,0.451717,0.734250
0.198252,0.210209,0.218857,0.219302,0.207805,0.020740
0.365112,0.374495,0.371695,0.357158,0.340903,2.504230
0.431119,0.348863,0.305012,0.285845,0.276290,0.491060
0.413780,0.327840,0.290472,0.272743,0.264450,0.407770
0.254244,0.209050,0.185984,0.171662,0.164305,0.129010
0.437043,0.350361,0.303042,0.289869,0.271128,0.465440
0.373733,0.356980,0.344233,0.340229,0.337164,0.085840
0.305114,0.268191,0.235766,0.215686,0.202948,0.059870
0.438123,0.359826,0.311175,0.289934,0.281104,0.529290
0.486291,0.436557,0.387570,0.369090,0.351833,0.627400
0.295316,0.252866,0.229170,0.215480,0.206656,0.121050
0.432251,0.349616,0.295845,0.273932,0.262624,0.554370
0.463468,0.374863,0.317929,0.283641,0.274625,0.693510
0.292407,0.270163,0.256417,0.251636,0.245152,0.125870
0.278626,0.229621,0.202998,0.185305,0.174610,0.136500
0.460421,0.442533,0.414316,0.401609,0.396513,0.849572
0.291219,0.257539,0.241204,0.232013,0.226592,0.038590
0.411168,0.333573,0.290049,0.270639,0.259008,0.478920
0.380499,0.380931,0.364699,0.364590,0.363631,1.864760
0.568074,0.554436,0.539680,0.513946,0.505356,1.093800
0.493011,0.478337,0.482408,0.463165,0.453261,2.727220
0.296707,0.246891,0.221072,0.207412,0.198234,0.142860
0.546615,0.503998,0.492161,0.482300,0.476197,0.367627
0.557539,0.509663,0.501570,0.480972,0.498187,0.464684
0.456593,0.378810,0.330069,0.307722,0.298521,0.550530
0.289113,0.263411,0.260933,0.257883,0.248307,0.042760
0.282684,0.232931,0.210475,0.194622,0.186675,0.154980
0.411476,0.404512,0.412710,0.402626,0.394756,2.613660
0.406602,0.392172,0.380170,0.363111,0.350607,2.535710
0.316950,0.250326,0.221875,0.207671,0.197070,0.247160
0.471585,0.387742,0.341780,0.322008,0.312791,0.496510
0.536939,0.435164,0.365012,0.329615,0.324962,0.589300
0.334788,0.277213,0.233834,0.209048,0.206516,0.191480
0.315166,0.257268,0.229083,0.213404,0.203656,0.193190
0.461181,0.439548,0.425485,0.416720,0.425302,0.701460
0.435360,0.355689,0.310730,0.291387,0.283513,0.516080
0.460827,0.382334,0.326631,0.305046,0.294081,0.606230
0.365035,0.355567,0.357561,0.351423,0.346607,2.639940
0.380234,0.364455,0.357254,0.357253,0.352143,1.292620
0.395947,0.397077,0.393032,0.383795,0.377215,2.360540
0.461577,0.378770,0.331639,0.311347,0.302800,0.524100
0.557391,0.477753,0.418389,0.395000,0.383092,0.669900
0.310123,0.256052,0.232321,0.216523,0.207996,0.181530
0.278148,0.252773,0.233665,0.220769,0.206211,0.135730
0.535718,0.499093,0.485535,0.478658,0.464634,0.285114
0.347067,0.331812,0.336020,0.337064,0.329746,1.053610
0.399434,0.344572,0.308740,0.296173,0.291013,0.652960
0.510687,0.473372,0.464957,0.460517,0.451652,0.436728
0.416118,0.382982,0.371551,0.370485,0.356632,0.496900
0.515564,0.495838,0.465329,0.451223,0.437584,0.845640
0.395156,0.385080,0.384350,0.373477,0.358578,2.394330
0.332186,0.281357,0.259918,0.244908,0.237864,0.165480
0.475732,0.392673,0.337067,0.315738,0.306493,0.584900
0.455765,0.429829,0.413981,0.422623,0.413907,0.574430
0.390516,0.379181,0.381851,0.381734,0.372210,3.075130
0.342463,0.296936,0.267773,0.261509,0.239090,0.217580
0.327459,0.268459,0.241498,0.226412,0.217287,0.217540
0.449639,0.368464,0.320807,0.299180,0.290905,0.517130
0.517207,0.435836,0.371804,0.348326,0.333877,0.730551
0.450077,0.367449,0.313667,0.293927,0.284368,0.573530
0.461606,0.426002,0.410247,0.406753,0.387297,0.498350
0.430480,0.362205,0.320122,0.301343,0.288686,0.638140
0.419381,0.363653,0.306451,0.287013,0.273118,0.667450
0.382916,0.347719,0.312606,0.301896,0.287400,0.694820
0.444287,0.368498,0.314781,0.292352,0.280400,0.582110
0.487129,0.410790,0.355506,0.333325,0.322096,0.616629
0.179533,0.133618,0.102292,0.089428,0.078144,0.062340
0.337499,0.279703,0.253000,0.240922,0.232054,0.258230
0.481144,0.472381,0.445137,0.436240,0.423377,0.922912
0.330282,0.277827,0.256636,0.243007,0.233379,0.188250
0.414798,0.362552,0.326219,0.309590,0.297470,0.314970
0.463261,0.430631,0.419369,0.411651,0.411798,0.206082
0.534834,0.484093,0.426121,0.402244,0.388483,0.748175
0.432625,0.350529,0.310082,0.291760,0.280958,0.450190
0.249272,0.215414,0.194230,0.183894,0.175694,0.119480
0.509910,0.424406,0.354442,0.318716,0.305007,0.812240
0.578335,0.544778,0.519094,0.512677,0.486330,0.639370
0.259345,0.215210,0.192746,0.179358,0.169779,0.090060
0.289847,0.235558,0.210415,0.195907,0.188284,0.180500
0.544261,0.438376,0.377121,0.334881,0.323352,0.929100
0.269462,0.222983,0.198394,0.184149,0.177743,0.117760
0.405463,0.404595,0.393235,0.380813,0.388504,2.184650
0.453518,0.367033,0.325119,0.304398,0.295804,0.515070
0.412057,0.328786,0.279668,0.260736,0.253447,0.530390
0.393843,0.313995,0.282562,0.265154,0.255226,0.367010
0.422870,0.338098,0.297456,0.279716,0.268779,0.440240
0.257287,0.211193,0.184423,0.169411,0.164142,0.106460
0.522692,0.508114,0.486640,0.471584,0.447366,1.578947
0.328797,0.279515,0.255872,0.244867,0.238775,0.296850
0.285957,0.255352,0.240563,0.233960,0.228568,0.129800
0.444061,0.363465,0.317567,0.297710,0.290175,0.528810
0.504114,0.420743,0.356514,0.328037,0.317372,3.984057
0.427378,0.348899,0.308723,0.292199,0.283591,0.470230
0.317623,0.253017,0.224623,0.213583,0.202328,0.247950
0.285624,0.243522,0.220530,0.212215,0.204252,0.132190
0.299156,0.255758,0.230043,0.216541,0.210445,0.240940
0.346381,0.306796,0.274648,0.269386,0.251719,0.194830
0.305412,0.249582,0.227549,0.209732,0.200821,0.155630
0.468694,0.383777,0.324160,0.304211,0.294424,0.610350
0.376665,0.340520,0.319393,0.310434,0.305326,0.291674
0.415179,0.336263,0.297093,0.281091,0.272940,0.457610
0.437546,0.355623,0.304659,0.284804,0.277948,0.516160
0.294657,0.246638,0.220915,0.205508,0.196841,0.121110
0.276145,0.224166,0.202309,0.185508,0.178331,0.146308
0.314394,0.308196,0.297810,0.295599,0.298295,1.587520
0.358251,0.302662,0.271672,0.249977,0.233972,0.304210
0.461373,0.401363,0.345205,0.320659,0.309205,0.680040
0.466129,0.385728,0.325480,0.304160,0.292033,0.661550
0.152988,0.112850,0.086543,0.071717,0.058706,0.079160
0.428978,0.415387,0.413437,0.418691,0.411426,1.176660
0.366878,0.294232,0.263429,0.248172,0.237587,0.295630
0.463402,0.423545,0.379034,0.358618,0.346366,0.798940
0.449421,0.367784,0.313509,0.292727,0.283116,0.567810
0.277330,0.221218,0.196945,0.181423,0.173772,0.187730
0.265553,0.213633,0.188091,0.169434,0.162346,0.100610
0.305882,0.242704,0.210914,0.195577,0.186747,0.222820
0.325500,0.270314,0.243630,0.229128,0.220253,0.189310
0.500707,0.453561,0.431486,0.419533,0.409696,0.515100
0.521471,0.446208,0.380366,0.356598,0.341830,0.735986
0.465362,0.422016,0.403876,0.394597,0.387493,0.482820
0.309277,0.261746,0.237862,0.222553,0.217183,0.147360
0.441765,0.415172,0.392524,0.388097,0.385314,0.693590
0.501738,0.432810,0.371455,0.346466,0.337432,0.842320
0.288047,0.237124,0.211344,0.194534,0.187462,0.160320
0.383341,0.349522,0.320247,0.300739,0.288284,0.470030
0.357519,0.337622,0.322275,0.319429,0.313836,0.123000
0.438421,0.375254,0.331847,0.311272,0.303095,0.570450
0.247032,0.209314,0.187297,0.173807,0.163090,0.047500
0.582690,0.516320,0.450390,0.426203,0.416087,0.729100
0.423159,0.339485,0.305328,0.297336,0.278163,0.360130
0.416942,0.407766,0.396897,0.385460,0.388439,1.785974
0.441499,0.380545,0.329654,0.315796,0.303803,0.584590
0.435738,0.355302,0.308261,0.288246,0.281169,0.521690
0.303060,0.267104,0.234163,0.221986,0.206696,0.085180
0.265037,0.234975,0.215889,0.198747,0.193153,0.063420
0.374832,0.371212,0.353869,0.339743,0.348927,2.172640
0.495814,0.469647,0.429395,0.407796,0.398090,1.005165
0.463161,0.461214,0.454134,0.438943,0.432146,2.331770
0.419863,0.335168,0.299941,0.282146,0.274199,0.383940
0.231234,0.200572,0.182611,0.174475,0.166445,0.107590
0.396120,0.363540,0.335800,0.318405,0.313492,0.413960
0.572571,0.538722,0.491742,0.475509,0.465189,0.788940
0.456704,0.377112,0.326826,0.307502,0.298086,0.556610
0.482962,0.396514,0.341546,0.320801,0.311349,0.601370
0.274255,0.223252,0.198986,0.181243,0.169385,0.139100
0.421329,0.349829,0.311464,0.294158,0.282681,0.477570
0.461659,0.382989,0.332094,0.312435,0.303603,0.606410
0.446390,0.367066,0.322004,0.304037,0.295401,0.512200
0.463636,0.377265,0.338168,0.320208,0.310842,0.458180
0.579609,0.547404,0.517599,0.517006,0.508680,0.649640
0.388828,0.320397,0.292235,0.277986,0.266337,0.278680
0.399040,0.311982,0.271347,0.251951,0.240735,0.423370
0.475429,0.396987,0.347053,0.326612,0.317992,0.554930
0.312352,0.284318,0.266247,0.256322,0.249833,0.134230
